date,state,county,categoryName,visitIndex,visitIndexOver65,visitIndexUnder65,rank
2020-03-01,California,Colusa County,Food,109,,107,1
2020-03-01,California,San Luis Obispo County,Food,99,91,99,1
2020-03-01,California,San Luis Obispo County,Shops & Services,102,90,103,2
2020-03-01,California,San Luis Obispo County,Outdoors & Recreation,75,74,76,3
2020-03-01,California,San Luis Obispo County,Hotel,86,86,86,4
2020-03-01,California,San Luis Obispo County,Nightlife Spots,99,87,100,5
2020-03-01,California,San Luis Obispo County,Grocery,84,95,83,6
2020-03-01,California,San Luis Obispo County,Professional & Other Places,82,71,82,7
2020-03-01,California,San Luis Obispo County,Gas Stations,102,93,103,8
2020-03-01,California,San Luis Obispo County,Arts & Entertainment,83,,83,9
2020-03-01,California,San Luis Obispo County,Beach,75,,77,10
2020-03-01,California,San Luis Obispo County,Fast Food Restaurants,100,,100,11
2020-03-01,California,San Luis Obispo County,Colleges & Universities,111,,112,12
2020-03-01,California,San Luis Obispo County,Big Box Stores,86,,85,13
2020-03-01,California,Kings County,Food,104,73,105,1
2020-03-01,California,Kings County,Shops & Services,113,,113,2
2020-03-01,California,Kings County,Arts & Entertainment,113,,112,3
2020-03-01,California,Kings County,Gas Stations,99,,98,4
2020-03-01,California,Kings County,Grocery,96,,95,5
2020-03-01,California,Kings County,Fast Food Restaurants,108,,108,6
2020-03-01,California,Kings County,Big Box Stores,95,,95,7
2020-03-01,California,Kings County,Discount Stores,121,,121,8
2020-03-01,California,Kings County,Outdoors & Recreation,101,,101,9
2020-03-01,California,Los Angeles County,Food,100,98,100,1
2020-03-01,California,Los Angeles County,Shops & Services,101,99,101,2
2020-03-01,California,Los Angeles County,Grocery,94,96,94,3
2020-03-01,California,Los Angeles County,Outdoors & Recreation,96,95,96,4
2020-03-01,California,Los Angeles County,Arts & Entertainment,97,97,97,5
2020-03-01,California,Los Angeles County,Fast Food Restaurants,102,101,102,6
2020-03-01,California,Los Angeles County,Nightlife Spots,100,99,100,7
2020-03-01,California,Los Angeles County,Gas Stations,102,101,102,8
2020-03-01,California,Los Angeles County,Airport,102,111,102,9
2020-03-01,California,Los Angeles County,Professional & Other Places,103,106,103,10
2020-03-01,California,Los Angeles County,Big Box Stores,105,107,105,11
2020-03-01,California,Los Angeles County,School,103,97,103,12
2020-03-01,California,Los Angeles County,Hotel,93,107,93,13
2020-03-01,California,Los Angeles County,Convenience Store,102,98,102,14
2020-03-01,California,Los Angeles County,Fitness Center,102,105,102,15
2020-03-01,California,Los Angeles County,Drug Store,103,111,103,16
2020-03-01,California,Los Angeles County,Colleges & Universities,112,119,111,17
2020-03-01,California,Los Angeles County,Medical,98,100,98,18
2020-03-01,California,Los Angeles County,Residences,95,80,95,19
2020-03-01,California,Los Angeles County,Travel & Transport,100,99,100,20
2020-03-01,California,Los Angeles County,Hardware Stores,104,95,105,21
2020-03-01,California,Los Angeles County,Discount Stores,101,101,101,22
2020-03-01,California,Los Angeles County,Office,97,95,97,23
2020-03-01,California,Los Angeles County,Sports,100,88,101,24
2020-03-01,California,Los Angeles County,Banks,105,90,105,25
2020-03-01,California,Los Angeles County,Government,102,103,102,26
2020-03-01,California,Los Angeles County,Beach,91,75,91,27
2020-03-01,California,Los Angeles County,Alcohol,90,70,90,28
2020-03-01,California,Los Angeles County,Bus,100,101,99,29
2020-03-01,California,Los Angeles County,Light Rail Stations,93,,93,30
2020-03-01,California,Los Angeles County,Metro Stations,92,,92,31
2020-03-01,California,Los Angeles County,Spiritual Center,93,,93,32
2020-03-01,California,Humboldt County,Food,106,112,105,1
2020-03-01,California,Humboldt County,Shops & Services,105,116,104,2
2020-03-01,California,Humboldt County,Grocery,100,82,103,3
2020-03-01,California,Humboldt County,Outdoors & Recreation,106,141,104,4
2020-03-01,California,Lake County,Food,81,,82,1
2020-03-01,California,Riverside County,Food,102,97,102,1
2020-03-01,California,Riverside County,Shops & Services,105,106,104,2
2020-03-01,California,Riverside County,Grocery,93,87,93,3
2020-03-01,California,Riverside County,Outdoors & Recreation,93,83,94,4
2020-03-01,California,Riverside County,Fast Food Restaurants,105,103,105,5
2020-03-01,California,Riverside County,Arts & Entertainment,99,93,99,6
2020-03-01,California,Riverside County,Gas Stations,104,99,104,7
2020-03-01,California,Riverside County,Big Box Stores,101,100,101,8
2020-03-01,California,Riverside County,Nightlife Spots,97,91,98,9
2020-03-01,California,Riverside County,Hotel,100,95,100,10
2020-03-01,California,Riverside County,School,100,100,100,11
2020-03-01,California,Riverside County,Professional & Other Places,88,73,89,12
2020-03-01,California,Riverside County,Sports,97,83,99,13
2020-03-01,California,Riverside County,Convenience Store,96,98,96,14
2020-03-01,California,Riverside County,Hardware Stores,118,117,118,15
2020-03-01,California,Riverside County,Drug Store,98,97,98,16
2020-03-01,California,Riverside County,Medical,93,84,93,17
2020-03-01,California,Riverside County,Residences,89,83,89,18
2020-03-01,California,Riverside County,Discount Stores,107,90,108,19
2020-03-01,California,Riverside County,Fitness Center,97,98,97,20
2020-03-01,California,Riverside County,Travel & Transport,107,93,108,21
2020-03-01,California,Riverside County,Colleges & Universities,96,70,97,22
2020-03-01,California,Riverside County,Banks,91,93,91,23
2020-03-01,California,Riverside County,Airport,107,104,107,24
2020-03-01,California,Riverside County,Government,93,,94,25
2020-03-01,California,Riverside County,Alcohol,105,,106,26
2020-03-01,California,Riverside County,Office,93,115,91,27
2020-03-01,California,Shasta County,Food,99,93,99,1
2020-03-01,California,Shasta County,Shops & Services,127,125,127,2
2020-03-01,California,Shasta County,Grocery,100,84,101,3
2020-03-01,California,Shasta County,Outdoors & Recreation,93,,93,4
2020-03-01,California,Shasta County,Gas Stations,104,,105,5
2020-03-01,California,Shasta County,Big Box Stores,115,,115,6
2020-03-01,California,Shasta County,Arts & Entertainment,115,,114,7
2020-03-01,California,Shasta County,Fast Food Restaurants,104,,104,8
2020-03-01,California,Butte County,Shops & Services,109,118,108,1
2020-03-01,California,Butte County,Food,101,100,101,2
2020-03-01,California,Butte County,Grocery,101,115,99,3
2020-03-01,California,Butte County,Outdoors & Recreation,90,80,91,4
2020-03-01,California,Butte County,Fast Food Restaurants,110,,110,5
2020-03-01,California,Butte County,Nightlife Spots,112,,110,6
2020-03-01,California,Butte County,Gas Stations,112,,111,7
2020-03-01,California,Butte County,Arts & Entertainment,118,,118,8
2020-03-01,California,Santa Cruz County,Food,105,97,106,1
2020-03-01,California,Santa Cruz County,Shops & Services,110,97,111,2
2020-03-01,California,Santa Cruz County,Outdoors & Recreation,103,98,103,3
2020-03-01,California,Santa Cruz County,Grocery,96,90,97,4
2020-03-01,California,Santa Cruz County,Beach,101,,103,5
2020-03-01,California,Santa Cruz County,Nightlife Spots,122,,123,6
2020-03-01,California,Santa Cruz County,Arts & Entertainment,108,,108,7
2020-03-01,California,Santa Cruz County,Hotel,135,,134,8
2020-03-01,California,Santa Cruz County,Professional & Other Places,120,,120,9
2020-03-01,California,Santa Cruz County,Gas Stations,105,,103,10
2020-03-01,California,Santa Cruz County,Fast Food Restaurants,104,,104,11
2020-03-01,California,Napa County,Food,102,101,102,1
2020-03-01,California,Napa County,Professional & Other Places,97,77,98,2
2020-03-01,California,Napa County,Hotel,108,,108,3
2020-03-01,California,Napa County,Shops & Services,113,,113,4
2020-03-01,California,Napa County,Outdoors & Recreation,98,112,98,5
2020-03-01,California,Napa County,Grocery,98,112,98,6
2020-03-01,California,Napa County,Nightlife Spots,121,,121,7
2020-03-01,California,Napa County,Big Box Stores,105,,104,8
2020-03-01,California,Napa County,School,227,,228,9
2020-03-01,California,Sacramento County,Shops & Services,105,101,106,1
2020-03-01,California,Sacramento County,Food,104,98,104,2
2020-03-01,California,Sacramento County,Grocery,97,96,97,3
2020-03-01,California,Sacramento County,Outdoors & Recreation,102,85,103,4
2020-03-01,California,Sacramento County,Nightlife Spots,106,105,106,5
2020-03-01,California,Sacramento County,Fast Food Restaurants,101,96,101,6
2020-03-01,California,Sacramento County,Arts & Entertainment,108,96,108,7
2020-03-01,California,Sacramento County,Big Box Stores,99,85,99,8
2020-03-01,California,Sacramento County,Gas Stations,99,102,99,9
2020-03-01,California,Sacramento County,School,102,97,102,10
2020-03-01,California,Sacramento County,Professional & Other Places,104,91,104,11
2020-03-01,California,Sacramento County,Airport,93,106,93,12
2020-03-01,California,Sacramento County,Residences,101,98,101,13
2020-03-01,California,Sacramento County,Drug Store,97,95,98,14
2020-03-01,California,Sacramento County,Convenience Store,109,127,109,15
2020-03-01,California,Sacramento County,Hardware Stores,108,99,109,16
2020-03-01,California,Sacramento County,Fitness Center,98,117,98,17
2020-03-01,California,Sacramento County,Medical,102,94,103,18
2020-03-01,California,Sacramento County,Hotel,99,100,99,19
2020-03-01,California,Sacramento County,Discount Stores,92,,92,20
2020-03-01,California,Sacramento County,Sports,112,106,113,21
2020-03-01,California,Sacramento County,Government,106,,105,22
2020-03-01,California,Sacramento County,Colleges & Universities,139,,139,23
2020-03-01,California,Sacramento County,Banks,87,,88,24
2020-03-01,California,Sacramento County,Office,96,,96,25
2020-03-01,California,Sacramento County,Alcohol,108,,108,26
2020-03-01,California,Sacramento County,Travel & Transport,101,,101,27
2020-03-01,California,Sacramento County,Light Rail Stations,116,,115,28
2020-03-01,California,San Joaquin County,Food,102,103,102,1
2020-03-01,California,San Joaquin County,Shops & Services,104,120,104,2
2020-03-01,California,San Joaquin County,Grocery,95,100,95,3
2020-03-01,California,San Joaquin County,Fast Food Restaurants,113,138,112,4
2020-03-01,California,San Joaquin County,Outdoors & Recreation,91,97,91,5
2020-03-01,California,San Joaquin County,Gas Stations,96,81,96,6
2020-03-01,California,San Joaquin County,Big Box Stores,98,97,98,7
2020-03-01,California,San Joaquin County,Professional & Other Places,94,77,95,8
2020-03-01,California,San Joaquin County,School,100,111,100,9
2020-03-01,California,San Joaquin County,Nightlife Spots,87,,87,10
2020-03-01,California,San Joaquin County,Arts & Entertainment,109,,110,11
2020-03-01,California,San Joaquin County,Medical,113,,112,12
2020-03-01,California,San Joaquin County,Hardware Stores,116,121,116,13
2020-03-01,California,San Joaquin County,Drug Store,113,,113,14
2020-03-01,California,San Joaquin County,Convenience Store,94,,95,15
2020-03-01,California,San Joaquin County,Fitness Center,91,,91,16
2020-03-01,California,San Joaquin County,Sports,119,,118,17
2020-03-01,California,San Joaquin County,Hotel,120,,118,18
2020-03-01,California,San Joaquin County,Discount Stores,107,,107,19
2020-03-01,California,San Joaquin County,Colleges & Universities,77,,79,20
2020-03-01,California,San Joaquin County,Residences,97,,98,21
2020-03-01,California,Glenn County,Food,100,,102,1
2020-03-01,California,Ventura County,Food,101,98,101,1
2020-03-01,California,Ventura County,Shops & Services,104,95,105,2
2020-03-01,California,Ventura County,Grocery,92,90,92,3
2020-03-01,California,Ventura County,Outdoors & Recreation,95,101,95,4
2020-03-01,California,Ventura County,Fast Food Restaurants,106,96,107,5
2020-03-01,California,Ventura County,Gas Stations,97,83,97,6
2020-03-01,California,Ventura County,Nightlife Spots,109,110,109,7
2020-03-01,California,Ventura County,Arts & Entertainment,98,71,99,8
2020-03-01,California,Ventura County,School,106,118,106,9
2020-03-01,California,Ventura County,Big Box Stores,100,100,100,10
2020-03-01,California,Ventura County,Colleges & Universities,98,143,97,11
2020-03-01,California,Ventura County,Hotel,100,,102,12
2020-03-01,California,Ventura County,Drug Store,112,111,112,13
2020-03-01,California,Ventura County,Medical,100,93,101,14
2020-03-01,California,Ventura County,Professional & Other Places,96,,97,15
2020-03-01,California,Ventura County,Hardware Stores,101,99,101,16
2020-03-01,California,Ventura County,Sports,117,94,118,17
2020-03-01,California,Ventura County,Fitness Center,106,,107,18
2020-03-01,California,Ventura County,Convenience Store,96,,97,19
2020-03-01,California,Ventura County,Residences,94,,94,20
2020-03-01,California,Ventura County,Beach,97,,97,21
2020-03-01,California,Ventura County,Discount Stores,99,,98,22
2020-03-01,California,Ventura County,Travel & Transport,104,,105,23
2020-03-01,California,Merced County,Food,105,119,105,1
2020-03-01,California,Merced County,Shops & Services,109,102,110,2
2020-03-01,California,Merced County,Gas Stations,111,209,108,3
2020-03-01,California,Merced County,Big Box Stores,108,,109,4
2020-03-01,California,Merced County,Fast Food Restaurants,118,,118,5
2020-03-01,California,Merced County,Grocery,81,,82,6
2020-03-01,California,Merced County,Outdoors & Recreation,106,,106,7
2020-03-01,California,Merced County,School,93,,92,8
2020-03-01,California,Merced County,Convenience Store,93,,93,9
2020-03-01,California,Merced County,Nightlife Spots,112,,111,10
2020-03-01,California,Merced County,Professional & Other Places,100,,100,11
2020-03-01,California,Merced County,Discount Stores,105,,103,12
2020-03-01,California,Merced County,Drug Store,125,,124,13
2020-03-01,California,Santa Barbara County,Food,103,94,103,1
2020-03-01,California,Santa Barbara County,Shops & Services,105,97,105,2
2020-03-01,California,Santa Barbara County,Outdoors & Recreation,93,81,93,3
2020-03-01,California,Santa Barbara County,Grocery,99,101,99,4
2020-03-01,California,Santa Barbara County,Hotel,104,90,105,5
2020-03-01,California,Santa Barbara County,Nightlife Spots,98,94,98,6
2020-03-01,California,Santa Barbara County,Professional & Other Places,97,77,99,7
2020-03-01,California,Santa Barbara County,Arts & Entertainment,101,114,101,8
2020-03-01,California,Santa Barbara County,Gas Stations,104,,105,9
2020-03-01,California,Santa Barbara County,Colleges & Universities,115,,115,10
2020-03-01,California,Santa Barbara County,Fast Food Restaurants,109,,110,11
2020-03-01,California,Santa Barbara County,School,119,,119,12
2020-03-01,California,Santa Barbara County,Beach,86,,88,13
2020-03-01,California,Santa Barbara County,Big Box Stores,117,,116,14
2020-03-01,California,Santa Barbara County,Travel & Transport,91,,90,15
2020-03-01,California,Santa Barbara County,Convenience Store,116,,117,16
2020-03-01,California,Santa Barbara County,Drug Store,93,,93,17
2020-03-01,California,Santa Clara County,Food,100,95,100,1
2020-03-01,California,Santa Clara County,Shops & Services,101,104,101,2
2020-03-01,California,Santa Clara County,Grocery,100,107,100,3
2020-03-01,California,Santa Clara County,Outdoors & Recreation,102,104,102,4
2020-03-01,California,Santa Clara County,Arts & Entertainment,107,118,107,5
2020-03-01,California,Santa Clara County,Gas Stations,105,110,105,6
2020-03-01,California,Santa Clara County,Professional & Other Places,101,90,102,7
2020-03-01,California,Santa Clara County,Nightlife Spots,106,107,106,8
2020-03-01,California,Santa Clara County,Residences,100,84,100,9
2020-03-01,California,Santa Clara County,Big Box Stores,107,109,107,10
2020-03-01,California,Santa Clara County,School,100,102,100,11
2020-03-01,California,Santa Clara County,Fitness Center,100,84,101,12
2020-03-01,California,Santa Clara County,Colleges & Universities,114,179,113,13
2020-03-01,California,Santa Clara County,Fast Food Restaurants,100,101,100,14
2020-03-01,California,Santa Clara County,Airport,108,94,108,15
2020-03-01,California,Santa Clara County,Hotel,111,110,111,16
2020-03-01,California,Santa Clara County,Office,108,89,108,17
2020-03-01,California,Santa Clara County,Medical,92,104,92,18
2020-03-01,California,Santa Clara County,Drug Store,109,137,108,19
2020-03-01,California,Santa Clara County,Hardware Stores,120,105,121,20
2020-03-01,California,Santa Clara County,Convenience Store,102,,102,21
2020-03-01,California,Santa Clara County,Sports,104,127,103,22
2020-03-01,California,Santa Clara County,Travel & Transport,114,,114,23
2020-03-01,California,Santa Clara County,Banks,131,,130,24
2020-03-01,California,Santa Clara County,Alcohol,99,,100,25
2020-03-01,California,Santa Clara County,Discount Stores,98,,98,26
2020-03-01,California,Santa Clara County,Government,108,,110,27
2020-03-01,California,Sonoma County,Food,92,83,93,1
2020-03-01,California,Sonoma County,Shops & Services,97,92,97,2
2020-03-01,California,Sonoma County,Outdoors & Recreation,88,96,87,3
2020-03-01,California,Sonoma County,Grocery,91,91,91,4
2020-03-01,California,Sonoma County,Nightlife Spots,86,101,85,5
2020-03-01,California,Sonoma County,Professional & Other Places,79,78,79,6
2020-03-01,California,Sonoma County,Arts & Entertainment,84,71,85,7
2020-03-01,California,Sonoma County,Gas Stations,104,116,104,8
2020-03-01,California,Sonoma County,Hotel,87,,88,9
2020-03-01,California,Sonoma County,Fast Food Restaurants,96,,96,10
2020-03-01,California,Sonoma County,Big Box Stores,93,,93,11
2020-03-01,California,Sonoma County,Hardware Stores,118,123,118,12
2020-03-01,California,Sonoma County,Convenience Store,94,,95,13
2020-03-01,California,Sonoma County,School,82,,79,14
2020-03-01,California,Kern County,Food,103,99,104,1
2020-03-01,California,Kern County,Shops & Services,110,105,110,2
2020-03-01,California,Kern County,Grocery,92,88,92,3
2020-03-01,California,Kern County,Gas Stations,103,105,103,4
2020-03-01,California,Kern County,Fast Food Restaurants,112,118,112,5
2020-03-01,California,Kern County,Outdoors & Recreation,109,118,109,6
2020-03-01,California,Kern County,Big Box Stores,102,105,102,7
2020-03-01,California,Kern County,School,92,86,92,8
2020-03-01,California,Kern County,Arts & Entertainment,115,109,115,9
2020-03-01,California,Kern County,Nightlife Spots,87,,86,10
2020-03-01,California,Kern County,Convenience Store,89,,89,11
2020-03-01,California,Kern County,Professional & Other Places,103,108,103,12
2020-03-01,California,Kern County,Medical,108,,108,13
2020-03-01,California,Kern County,Hardware Stores,118,112,119,14
2020-03-01,California,Kern County,Hotel,104,,105,15
2020-03-01,California,Kern County,Drug Store,90,,90,16
2020-03-01,California,Kern County,Travel & Transport,100,152,98,17
2020-03-01,California,Kern County,Discount Stores,92,,92,18
2020-03-01,California,Kern County,Sports,116,,117,19
2020-03-01,California,Kern County,Fitness Center,96,,96,20
2020-03-01,California,Kern County,Office,108,,109,21
2020-03-01,California,Kern County,Banks,114,,114,22
2020-03-01,California,Kern County,Colleges & Universities,100,,100,23
2020-03-01,California,Kern County,Government,99,,100,24
2020-03-01,California,San Benito County,Food,112,,112,1
2020-03-01,California,San Benito County,Outdoors & Recreation,107,,107,2
2020-03-01,California,Sutter County,Food,113,,114,1
2020-03-01,California,Sutter County,Shops & Services,95,,95,2
2020-03-01,California,Sutter County,Big Box Stores,115,,116,3
2020-03-01,California,Alameda County,Food,101,93,101,1
2020-03-01,California,Alameda County,Shops & Services,103,97,103,2
2020-03-01,California,Alameda County,Grocery,103,101,103,3
2020-03-01,California,Alameda County,Outdoors & Recreation,99,93,100,4
2020-03-01,California,Alameda County,Nightlife Spots,95,102,95,5
2020-03-01,California,Alameda County,Arts & Entertainment,94,99,94,6
2020-03-01,California,Alameda County,Gas Stations,100,107,100,7
2020-03-01,California,Alameda County,Big Box Stores,116,106,117,8
2020-03-01,California,Alameda County,Professional & Other Places,99,113,99,9
2020-03-01,California,Alameda County,Fast Food Restaurants,101,97,101,10
2020-03-01,California,Alameda County,Airport,118,91,119,11
2020-03-01,California,Alameda County,School,106,87,107,12
2020-03-01,California,Alameda County,Colleges & Universities,110,147,109,13
2020-03-01,California,Alameda County,Fitness Center,90,108,89,14
2020-03-01,California,Alameda County,Residences,97,93,97,15
2020-03-01,California,Alameda County,Drug Store,110,96,111,16
2020-03-01,California,Alameda County,Medical,100,,101,17
2020-03-01,California,Alameda County,Hotel,102,,102,18
2020-03-01,California,Alameda County,Convenience Store,87,,87,19
2020-03-01,California,Alameda County,Hardware Stores,123,,124,20
2020-03-01,California,Alameda County,Sports,94,,94,21
2020-03-01,California,Alameda County,Travel & Transport,97,,97,22
2020-03-01,California,Alameda County,Metro Stations,83,,83,23
2020-03-01,California,Alameda County,Alcohol,88,,89,24
2020-03-01,California,Alameda County,Office,79,,79,25
2020-03-01,California,Alameda County,Banks,101,,102,26
2020-03-01,California,Alameda County,Discount Stores,88,,88,27
2020-03-01,California,Alameda County,Government,113,,113,28
2020-03-01,California,Alameda County,Bus,112,,112,29
2020-03-01,California,El Dorado County,Food,92,99,91,1
2020-03-01,California,El Dorado County,Outdoors & Recreation,76,62,77,2
2020-03-01,California,El Dorado County,Shops & Services,93,93,93,3
2020-03-01,California,El Dorado County,Grocery,82,70,83,4
2020-03-01,California,El Dorado County,Hotel,104,,105,5
2020-03-01,California,El Dorado County,Skiing,96,,96,6
2020-03-01,California,El Dorado County,Nightlife Spots,85,,85,7
2020-03-01,California,El Dorado County,Arts & Entertainment,101,,100,8
2020-03-01,California,El Dorado County,Gas Stations,89,,89,9
2020-03-01,California,San Diego County,Food,101,102,101,1
2020-03-01,California,San Diego County,Shops & Services,104,105,104,2
2020-03-01,California,San Diego County,Outdoors & Recreation,97,99,97,3
2020-03-01,California,San Diego County,Grocery,98,99,98,4
2020-03-01,California,San Diego County,Arts & Entertainment,95,83,95,5
2020-03-01,California,San Diego County,Nightlife Spots,98,95,98,6
2020-03-01,California,San Diego County,Professional & Other Places,104,107,104,7
2020-03-01,California,San Diego County,Hotel,96,106,95,8
2020-03-01,California,San Diego County,Gas Stations,106,105,106,9
2020-03-01,California,San Diego County,Fast Food Restaurants,105,102,105,10
2020-03-01,California,San Diego County,Big Box Stores,101,91,101,11
2020-03-01,California,San Diego County,Residences,98,89,98,12
2020-03-01,California,San Diego County,Airport,108,115,108,13
2020-03-01,California,San Diego County,Convenience Store,97,86,97,14
2020-03-01,California,San Diego County,School,105,93,106,15
2020-03-01,California,San Diego County,Medical,99,103,99,16
2020-03-01,California,San Diego County,Drug Store,105,103,105,17
2020-03-01,California,San Diego County,Fitness Center,95,98,95,18
2020-03-01,California,San Diego County,Sports,105,99,106,19
2020-03-01,California,San Diego County,Travel & Transport,102,121,101,20
2020-03-01,California,San Diego County,Beach,76,71,77,21
2020-03-01,California,San Diego County,Colleges & Universities,96,103,96,22
2020-03-01,California,San Diego County,Hardware Stores,103,90,104,23
2020-03-01,California,San Diego County,Government,90,105,90,24
2020-03-01,California,San Diego County,Discount Stores,99,96,99,25
2020-03-01,California,San Diego County,Alcohol,89,102,89,26
2020-03-01,California,San Diego County,Office,93,92,93,27
2020-03-01,California,San Diego County,Banks,107,91,107,28
2020-03-01,California,San Diego County,Light Rail Stations,84,,84,29
2020-03-01,California,San Diego County,Bus,103,,103,30
2020-03-01,California,San Mateo County,Airport,95,79,95,1
2020-03-01,California,San Mateo County,Shops & Services,96,89,96,2
2020-03-01,California,San Mateo County,Food,93,89,94,3
2020-03-01,California,San Mateo County,Outdoors & Recreation,96,106,95,4
2020-03-01,California,San Mateo County,Grocery,100,104,100,5
2020-03-01,California,San Mateo County,Professional & Other Places,92,84,92,6
2020-03-01,California,San Mateo County,Gas Stations,105,105,105,7
2020-03-01,California,San Mateo County,Travel & Transport,107,158,106,8
2020-03-01,California,San Mateo County,School,102,128,101,9
2020-03-01,California,San Mateo County,Hotel,85,,85,10
2020-03-01,California,San Mateo County,Nightlife Spots,95,,96,11
2020-03-01,California,San Mateo County,Fast Food Restaurants,95,,95,12
2020-03-01,California,San Mateo County,Fitness Center,88,,88,13
2020-03-01,California,San Mateo County,Arts & Entertainment,99,,100,14
2020-03-01,California,San Mateo County,Big Box Stores,108,,108,15
2020-03-01,California,San Mateo County,Residences,95,,94,16
2020-03-01,California,San Mateo County,Drug Store,116,,116,17
2020-03-01,California,San Mateo County,Office,76,,75,18
2020-03-01,California,San Mateo County,Medical,86,,85,19
2020-03-01,California,San Mateo County,Hardware Stores,109,,110,20
2020-03-01,California,San Mateo County,Sports,115,,115,21
2020-03-01,California,San Mateo County,Beach,82,,81,22
2020-03-01,California,San Mateo County,Convenience Store,89,,88,23
2020-03-01,California,San Mateo County,Metro Stations,80,,80,24
2020-03-01,California,Tehama County,Food,128,,127,1
2020-03-01,California,Placer County,Shops & Services,101,93,101,1
2020-03-01,California,Placer County,Food,96,89,96,2
2020-03-01,California,Placer County,Skiing,107,100,107,3
2020-03-01,California,Placer County,Grocery,91,89,91,4
2020-03-01,California,Placer County,Outdoors & Recreation,84,75,84,5
2020-03-01,California,Placer County,Nightlife Spots,96,96,96,6
2020-03-01,California,Placer County,Arts & Entertainment,88,76,88,7
2020-03-01,California,Placer County,Big Box Stores,105,103,105,8
2020-03-01,California,Placer County,Gas Stations,105,103,105,9
2020-03-01,California,Placer County,Fast Food Restaurants,108,,109,10
2020-03-01,California,Placer County,Hotel,98,,98,11
2020-03-01,California,Placer County,Sports,94,106,93,12
2020-03-01,California,Placer County,Medical,106,,107,13
2020-03-01,California,Placer County,School,96,,96,14
2020-03-01,California,Placer County,Hardware Stores,108,115,108,15
2020-03-01,California,Placer County,Residences,93,,93,16
2020-03-01,California,Placer County,Professional & Other Places,83,,83,17
2020-03-01,California,Placer County,Drug Store,115,,116,18
2020-03-01,California,Placer County,Convenience Store,86,,86,19
2020-03-01,California,Placer County,Fitness Center,90,,90,20
2020-03-01,California,Yolo County,Shops & Services,99,108,99,1
2020-03-01,California,Yolo County,Food,89,84,89,2
2020-03-01,California,Yolo County,Grocery,90,,91,3
2020-03-01,California,Yolo County,Outdoors & Recreation,96,,98,4
2020-03-01,California,Yolo County,Professional & Other Places,101,,102,5
2020-03-01,California,Yolo County,Big Box Stores,93,,93,6
2020-03-01,California,Yolo County,Colleges & Universities,99,,98,7
2020-03-01,California,Yolo County,Gas Stations,84,,84,8
2020-03-01,California,Yolo County,Arts & Entertainment,100,,100,9
2020-03-01,California,Yolo County,Sports,142,,145,10
2020-03-01,California,Yolo County,Nightlife Spots,92,,91,11
2020-03-01,California,Marin County,Food,87,92,87,1
2020-03-01,California,Marin County,Outdoors & Recreation,82,94,82,2
2020-03-01,California,Marin County,Shops & Services,114,112,114,3
2020-03-01,California,Marin County,Grocery,89,87,89,4
2020-03-01,California,Marin County,School,144,,145,5
2020-03-01,California,Marin County,Gas Stations,90,,91,6
2020-03-01,California,Marin County,Nightlife Spots,90,,88,7
2020-03-01,California,Stanislaus County,Food,100,96,101,1
2020-03-01,California,Stanislaus County,Shops & Services,107,103,107,2
2020-03-01,California,Stanislaus County,Grocery,94,96,94,3
2020-03-01,California,Stanislaus County,Fast Food Restaurants,96,86,96,4
2020-03-01,California,Stanislaus County,Big Box Stores,94,115,94,5
2020-03-01,California,Stanislaus County,Outdoors & Recreation,86,122,84,6
2020-03-01,California,Stanislaus County,Gas Stations,107,,106,7
2020-03-01,California,Stanislaus County,Nightlife Spots,93,105,93,8
2020-03-01,California,Stanislaus County,School,95,,96,9
2020-03-01,California,Stanislaus County,Medical,108,,109,10
2020-03-01,California,Stanislaus County,Arts & Entertainment,90,,90,11
2020-03-01,California,Stanislaus County,Convenience Store,97,,98,12
2020-03-01,California,Stanislaus County,Drug Store,95,,95,13
2020-03-01,California,Stanislaus County,Hardware Stores,109,,109,14
2020-03-01,California,Stanislaus County,Discount Stores,105,,105,15
2020-03-01,California,Stanislaus County,Professional & Other Places,90,,90,16
2020-03-01,California,Stanislaus County,Sports,89,,88,17
2020-03-01,California,Stanislaus County,Fitness Center,118,,117,18
2020-03-01,California,Stanislaus County,Hotel,88,,88,19
2020-03-01,California,Solano County,Food,98,108,98,1
2020-03-01,California,Solano County,Shops & Services,95,100,94,2
2020-03-01,California,Solano County,Grocery,89,79,89,3
2020-03-01,California,Solano County,Outdoors & Recreation,91,82,92,4
2020-03-01,California,Solano County,Fast Food Restaurants,107,132,107,5
2020-03-01,California,Solano County,Gas Stations,95,,95,6
2020-03-01,California,Solano County,Arts & Entertainment,90,,90,7
2020-03-01,California,Solano County,Big Box Stores,104,,104,8
2020-03-01,California,Solano County,Professional & Other Places,82,,83,9
2020-03-01,California,Solano County,Nightlife Spots,89,,90,10
2020-03-01,California,Solano County,School,91,,91,11
2020-03-01,California,Solano County,Medical,100,,100,12
2020-03-01,California,Solano County,Convenience Store,96,,97,13
2020-03-01,California,Solano County,Hardware Stores,99,,100,14
2020-03-01,California,Solano County,Hotel,101,,101,15
2020-03-01,California,Solano County,Fitness Center,89,,89,16
2020-03-01,California,Tulare County,Food,118,108,119,1
2020-03-01,California,Tulare County,Shops & Services,125,106,125,2
2020-03-01,California,Tulare County,Gas Stations,108,102,108,3
2020-03-01,California,Tulare County,Outdoors & Recreation,124,147,123,4
